,Unnamed: 0,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,Simplified_Title,course_title_l,keywords
571,125,Machine Learning with TensorFlow on Google Cloud Platform,Google Cloud,SPECIALIZATION,4.5,Intermediate,72k,machine learning tensorflow google cloud platform,machine learning with tensorflow on google cloud platform,"['tensorflow google cloud', 'tensorflow google', 'learning tensorflow google', 'google cloud platform', 'tensorflow', 'learning tensorflow', 'machine learning tensorflow', 'google cloud', 'cloud platform', 'cloud']"
572,791,Magic in the Middle Ages,Universitat de Barcelona,COURSE,4.6,Beginner,78k,magic middle ages,magic in the middle ages,"['magic middle ages', 'magic', 'middle ages', 'magic middle', 'middle', 'ages']"
573,435,Making Architecture,IE School of Architecture & Design,COURSE,4.7,Beginner,43k,making architecture,making architecture,"['making architecture', 'architecture', 'making']"
574,73,Management of Fashion and Luxury Companies,Università Bocconi,COURSE,4.7,Mixed,120k,management fashion luxury companies,management of fashion and luxury companies,"['management fashion luxury', 'fashion luxury companies', 'luxury companies', 'fashion luxury', 'management fashion', 'management', 'fashion', 'companies', 'luxury']"
575,467,Managerial Accounting Fundamentals,University of Virginia,COURSE,4.9,Beginner,11k,managerial accounting fundamentals,managerial accounting fundamentals,"['managerial accounting fundamentals', 'accounting fundamentals', 'managerial accounting', 'accounting', 'managerial', 'fundamentals']"
576,409,Managerial Economics and Business Analysis,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Beginner,55k,managerial economics business analysis,managerial economics and business analysis,"['managerial economics business', 'economics business analysis', 'managerial economics', 'business analysis', 'economics business', 'economics', 'business', 'managerial', 'analysis']"
577,91,Managing Innovation and Design Thinking,HEC Paris,SPECIALIZATION,4.7,Beginner,23k,managing innovation design thinking,managing innovation and design thinking,"['innovation design thinking', 'managing innovation design', 'design thinking', 'managing innovation', 'innovation design', 'innovation', 'design', 'managing', 'thinking']"
578,556,Managing Project Risks and Changes,"University of California, Irvine",COURSE,4.7,Mixed,71k,managing project risks changes,managing project risks and changes,"['managing project risks', 'project risks changes', 'project risks', 'risks changes', 'managing project', 'risks', 'managing', 'project', 'changes']"
579,558,Managing Social and Human Capital,University of Pennsylvania,COURSE,4.5,Beginner,27k,managing social human capital,managing social and human capital,"['social human capital', 'human capital', 'managing social human', 'managing social', 'social', 'social human', 'managing', 'capital', 'human']"
580,796,Managing Your Health: The Role of Physical Therapy and Exercise,University of Toronto,COURSE,4.6,Beginner,47k,managing health role physical therapy exercise,managing your health: the role of physical therapy and exercise,"['physical therapy exercise', 'managing health', 'role physical therapy', 'physical therapy', 'health role physical', 'therapy exercise', 'exercise', 'health', 'managing health role', 'health role']"
581,380,Market Research,"University of California, Davis",SPECIALIZATION,4.5,Beginner,22k,market research,market research,"['market research', 'market', 'research']"
582,241,Marketing Digital,Universidade de São Paulo,COURSE,4.8,Beginner,81k,marketing digital,marketing digital,"['marketing digital', 'marketing', 'digital']"
583,325,Marketing Digital,Universidad Austral,SPECIALIZATION,4.7,Beginner,39k,marketing digital,marketing digital,"['marketing digital', 'marketing', 'digital']"
584,449,Marketing Gerencial,Universidad de Chile,COURSE,4.7,Intermediate,49k,marketing gerencial,marketing gerencial,"['marketing gerencial', 'marketing', 'gerencial']"
585,140,Marketing Mix Implementation,IE Business School,SPECIALIZATION,4.6,Beginner,93k,marketing mix implementation,marketing mix implementation,"['marketing mix implementation', 'marketing mix', 'mix implementation', 'marketing', 'mix', 'implementation']"
586,211,Marketing Strategy,IE Business School,SPECIALIZATION,4.4,Beginner,57k,marketing strategy,marketing strategy,"['marketing strategy', 'marketing', 'strategy']"
587,669,Marketing Verde,Universidad de los Andes,COURSE,4.8,Mixed,58k,marketing verde,marketing verde,"['marketing verde', 'marketing', 'verde']"
588,367,Marketing con Redes Sociales,Tecnológico de Monterrey,SPECIALIZATION,4.4,Intermediate,60k,marketing con redes sociales,marketing con redes sociales,"['marketing redes sociales', 'redes sociales', 'sociales', 'marketing redes', 'marketing', 'redes']"
589,310,Marketing in a Digital World,University of Illinois at Urbana-Champaign,COURSE,4.7,Beginner,310k,marketing digital world,marketing in a digital world,"['marketing digital world', 'marketing digital', 'marketing', 'digital world', 'digital', 'world']"
590,550,Mastering Data Analysis in Excel,Duke University,COURSE,4.2,Mixed,280k,mastering data analysis excel,mastering data analysis in excel,"['data analysis excel', 'analysis excel', 'mastering data analysis', 'excel', 'data analysis', 'mastering data', 'analysis', 'data', 'mastering']"
591,575,Mastering Final Cut Pro,LearnQuest,COURSE,4.6,Beginner,8.4k,mastering final cut pro,mastering final cut pro,"['mastering final cut', 'final cut pro', 'mastering final', 'cut pro', 'final cut', 'mastering', 'pro', 'final', 'cut']"
592,563,Mastering Software Development in R,Johns Hopkins University,SPECIALIZATION,4.3,Beginner,52k,mastering software development r,mastering software development in r,"['mastering software development', 'software development', 'mastering software', 'development', 'software', 'mastering']"
593,840,Materials Science: 10 Things Every Engineer Should Know,"University of California, Davis",COURSE,4.7,Mixed,48k,materials science 10 things engineer know,materials science: 10 things every engineer should know,"['materials science', 'materials science 10', 'things engineer know', '10 things engineer', 'materials', 'engineer know', 'engineer', 'things engineer', 'science 10 things', 'science 10']"
594,480,Mathematics for Data Science,National Research University Higher School of Economics,SPECIALIZATION,4.5,Beginner,12k,mathematics data science,mathematics for data science,"['mathematics data science', 'mathematics data', 'data science', 'mathematics', 'data', 'science']"
595,55,Mathematics for Machine Learning,Imperial College London,SPECIALIZATION,4.6,Beginner,150k,mathematics machine learning,mathematics for machine learning,"['mathematics machine learning', 'machine learning', 'mathematics machine', 'mathematics', 'learning', 'machine']"
596,223,Mathematics for Machine Learning: Linear Algebra,Imperial College London,COURSE,4.7,Beginner,140k,mathematics machine learning linear algebra,mathematics for machine learning: linear algebra,"['learning linear algebra', 'mathematics machine learning', 'machine learning linear', 'learning linear', 'linear algebra', 'machine learning', 'linear', 'mathematics', 'mathematics machine', 'learning']"
597,528,Mathematics for Machine Learning: Multivariate Calculus,Imperial College London,COURSE,4.7,Beginner,51k,mathematics machine learning multivariate calculus,mathematics for machine learning: multivariate calculus,"['learning multivariate calculus', 'mathematics machine learning', 'machine learning multivariate', 'learning multivariate', 'multivariate calculus', 'multivariate', 'machine learning', 'calculus', 'learning', 'mathematics']"
598,873,Mathematics for Machine Learning: PCA,Imperial College London,COURSE,4.0,Intermediate,33k,mathematics machine learning pca,mathematics for machine learning: pca,"['machine learning pca', 'learning pca', 'pca', 'mathematics machine learning', 'machine learning', 'mathematics machine', 'mathematics', 'learning', 'machine']"
599,335,Medical Cannabis: The Health Effects of THC and CBD,University of Colorado Boulder,SPECIALIZATION,4.8,Beginner,4.8k,medical cannabis health effects thc cbd,medical cannabis: the health effects of thc and cbd,"['medical cannabis health', 'cannabis health', 'effects thc cbd', 'cannabis health effects', 'medical cannabis', 'thc cbd', 'health effects thc', 'cbd', 'cannabis', 'effects thc']"
600,214,Medical Neuroscience,Duke University,COURSE,4.9,Advanced,170k,medical neuroscience,medical neuroscience,"['medical neuroscience', 'neuroscience', 'medical']"
601,258,Memoir and Personal Essay: Write About Yourself,Wesleyan University,SPECIALIZATION,4.3,Beginner,13k,memoir personal essay write,memoir and personal essay: write about yourself,"['memoir personal essay', 'personal essay write', 'memoir personal', 'personal essay', 'memoir', 'essay write', 'essay', 'personal', 'write']"
